Q26,http://sk.dbpedia.org/resource/Severné_Írsko
Q29,http://sk.dbpedia.org/resource/Španielsko
Q27,http://sk.dbpedia.org/resource/Írsko
Q17,http://sk.dbpedia.org/resource/Japonsko
